Word,POS
"['rabbeting', 'pinch', '100', ';', 'men', 'with', 'teammate', 'be']","['NOUN', '.', 'NUM', '.', 'NOUN', 'ADP', 'PRT', 'VERB']"
"['apothecary', 'corder', 'acts', 'few', 'months', 'enough', 'make', 'roughly', 'said', 'merchants', 'legitimately']","['CONJ', 'ADV', '.', 'ADJ', 'NOUN', 'ADV', 'VERB', 'ADV', 'VERB', 'NOUN', 'NOUN']"
"['brood', 'of', 'less', 'forsythe', 'a', 'dabbles', 'allegiance', 'modest', 'equipment', ',']","['NOUN', 'ADP', 'ADJ', 'NOUN', 'DET', 'VERB', 'DET', 'ADJ', 'NOUN', '.']"
"['perceive', 'defeats', 'week', 'of', 'conformed', 'enough', '200']","['ADP', 'NUM', 'NOUN', 'ADP', 'DET', 'ADJ', 'NUM']"
"['of', 'monday', 'material', 'stevens', 'tripod', ',', 'tsitouris', 'no', ""handlers'"", 'car', 'per', 'cityscapes', ',']","['ADP', 'NOUN', 'CONJ', 'ADJ', 'NOUN', '.', 'ADP', 'DET', 'NUM', 'NOUN', 'ADP', 'NOUN', '.']"
"['worm', 'deadliness', 'out', 'on', 'an', 'awaiting', 'those', 'for', 'the', 'shamrock', 'button', 'intentions', 'bill', '50-megaton', 'in', ';', 'joint']","['ADV', 'VERB', 'PRT', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NUM', '.', 'CONJ', 'NOUN', 'ADP', 'ADP', '.', 'PRON']"
"['manifestation', 'program', 'coaching', 'out', 'dignify', '6', 'is', 'embryonic', 'pro-communist', 'felix', 'metal', 'table-tennis', 'will', 'could', 'abdomen', 'integrated', 'talk', 'for', 'long-bodied']","['DET', 'NOUN', 'VERB', 'PRT', 'VERB', 'PRT', 'VERB', 'DET', 'ADJ', 'NOUN', '.', 'PRT', 'VERB', 'VERB', 'ADV', 'VERB', 'VERB', 'ADP', 'NOUN']"
"['includes', 'to', 'snack', 'draft', 'states', 'in', 'detrimental', 'tool', 'bring', 'by', 'plush']","['VERB', 'PRT', 'ADV', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADP', 'ADJ']"
"['uranium', 'feet', 'lullwater', 'revolution', ',', 'muscle-shaping', 'joined']","['NUM', 'NOUN', 'ADP', 'NOUN', '.', 'VERB', 'VERB']"
"['the', 'five-minute', 'europe', ',', '.', 'at', 'polychemicals', 'lot', 'years', 'of', 'punctuation', 'nothing', 'support', 'columnist', 'in', 'it', 'gamma']","['DET', 'ADJ', 'NOUN', '.', '.', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'PRON', 'VERB']"
"['.', ""singers'"", 'of', 'courteous', 'nazis', 'the', 'accreditation', 'are', 'was', 'technical']","['.', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'ADJ']"
"['typewritten', 'bare', 'she', 'the', 'bearing', ',']","['CONJ', 'VERB', 'PRT', 'DET', 'NOUN', '.']"
"['tangible', 'and', 'compassion', 'of', 'computed', 'squadrons', 'secure', ',', 'tastes', '1960', 'times', 'orchards', '15-1', 'was', 'that', 'higher', 'bruises']","['ADJ', 'CONJ', 'DET', 'ADP', 'VERB', 'PRT', 'VERB', '.', 'CONJ', 'NUM', 'NOUN', 'NOUN', 'PRT', 'VERB', 'ADP', 'ADJ', '.']"
"['we', ""''"", 'times', '9:40', 'cast', 'obtaining', 'shocking', 'possessing', '1565', 'then', '.', 'oath-taking', 'any', 'episode', 'condoned']","['PRON', '.', 'NOUN', '.', 'NOUN', '.', '.', 'ADV', 'ADJ', 'ADV', '.', 'ADV', 'DET', 'NOUN', 'VERB']"
"['impersonalized', 'weissmuller', 'start', '22,000', 'back', 'cut', 'man', 'boards', 'fluent', 'of', 'habits']","['PRON', 'VERB', 'NOUN', '.', 'ADV', 'VERB', 'NOUN', 'NOUN', 'VERB', 'ADP', 'ADV']"
"['sifted', 'the', 'conservatives', 'castro', 'ways', 'frederick', ',', 'a', 'own', 'stephanotis', 'resulted', 'wavelength', 'charitable', 'toward', 'a', 'engines', 'slackening', 'further']","['ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PRON', '.', 'DET', 'ADJ', 'NOUN', 'NUM', '.', 'CONJ', 'ADP', 'DET', 'NOUN', '.', 'ADV']"
"['macarthur', 'desegregated', 'music-loving', 'haunt', 'dreadnought', 'misty', 'pilots', 'garrick', ""''"", 'solder', 'a', 'gift', 'acquaint', 'devotions', ""hall's"", 'inhuman', 'ideas']","['NOUN', 'VERB', 'DET', 'ADJ', 'ADP', 'ADJ', 'NOUN', '.', '.', 'ADJ', 'DET', 'NOUN', '.', 'CONJ', 'PRON', 'VERB', 'NOUN']"
"['a', 'careful', ',', 'removable', ""nagrin's"", '605', 'dirksen', 'man', 'consummately', 'disarmament', 'as', 'practicality', 'ruth', ""mccloy's""]","['DET', 'ADJ', '.', 'NUM', '.', 'ADJ', 'ADJ', 'NOUN', '.', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN']"
"['distinguishing', 'soup', 'crazy-wonderful', 'gerhard', 'with', 'gigenza']","['ADP', '.', 'PRON', 'VERB', 'ADP', 'PRON']"
"['tyranny', 'bevy', 'on', 'purloined', 'outpost', 'locations', 'may', 'understanding', 'when', 'blind', 'the', 'alusik', 'ball', 'round', ',', ',']","['DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PRON', 'VERB', 'NOUN', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', '.', '.']"
"['which', 'pius', 'eradication', 'them', 'use', 'beverly', 'solving', 'of', 'the', 'simplicity', 'per', 'god', 'exterior', 'members', 'pertaining', 'garden']","['DET', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', '.', 'NOUN', 'ADP', 'NOUN']"
"[""auctioneer's"", ""'"", 'manthey', 'rhythms', 'assigned', 'disapprobation', '8th', 'word', 'to', '10:45', 'blimp', '--', 'authorized', 'a', 'instance']","['NOUN', '.', 'NOUN', 'ADP', 'PRON', 'VERB', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', '.', 'VERB', 'DET', 'NOUN']"
"['the', 'garden', '2/4', '1-0', 'heroic', 'the', 'dead', 'country', 'painless', '(', 'electric', 'multi-product', ',', 'you', 'through', '133', 'means']","['DET', 'NOUN', '.', 'ADV', 'DET', 'DET', 'ADJ', 'NOUN', 'NOUN', '.', 'ADP', 'NOUN', '.', 'PRON', 'ADP', 'DET', 'NOUN']"
"['the', 'partnership', 'pictures', 'arts', 'magnate', '``', 'such', 'season', 'cameras', 'congdon', 'divorce', 'north', ""denver's"", 'trappings', ',', 'a', 'flush']","['DET', 'NOUN', 'NOUN', 'NOUN', 'NOUN', '.', 'ADJ', 'NOUN', 'NOUN', '.', 'DET', 'NOUN', '.', 'NOUN', '.', 'DET', 'ADJ']"
"['nature', 'when', 'the', 'calamitous', 'kowalski', ',', 'this', 'relative', 'deal', 'horses', 'gage', 'paris', 'subverted', 'gasp', 'because', 'scarcely', 'city', 'battered', 'my']","['NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', '.', 'DET', 'ADJ', 'NOUN', 'NOUN', '.', 'NOUN', 'VERB', 'DET', 'ADP', 'ADJ', 'NOUN', '.', 'DET']"
"['containing', 'cannot', 'glean', 'sizable', 'result', 'it', 'aisle', 'edge', 'untrammeled', 'the', 'spade', 'of', 'sting', 'was', 'entirely', 'the', 'phenomenon', 'tutorials', 'stewart']","['PRON', 'VERB', 'VERB', 'ADJ', 'NOUN', 'PRON', 'ADV', 'ADV', 'ADP', 'DET', 'ADJ', 'ADP', 'NOUN', 'VERB', 'ADV', 'DET', '.', 'ADP', 'NOUN']"
"['funerals', 'outfield', '?', 'the', 'oyster', '``', 'irreparable', '.', 'caruso', 'scoring', 'backs', 'topsoil', 'autonomy', 'sudier', 'transportation', 'of', 'we', 'stepped', 'wonderful']","['DET', 'ADJ', '.', 'DET', 'ADJ', '.', '.', '.', 'PRT', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PRON', 'VERB', 'ADJ']"
"['immortal', 'cabinets', 'stands', 'gun', ""clown's"", 'hinders', 'marston', 'should']","['PRON', 'NOUN', 'VERB', 'NOUN', 'NOUN', '.', 'DET', 'VERB']"
"['adjourned', 'for', 'as', 'our', 'fascination', '.', 'in', 'the', 'brother', 'residences', 'aisle', 'in', 'tagged', 'nikolai', 'street', 'professors', 'three-day']","['ADV', 'ADP', 'ADP', 'DET', 'NOUN', '.', 'ADP', 'DET', 'PRON', 'VERB', 'NOUN', 'ADP', 'PRT', 'VERB', '.', 'PRT', 'ADV']"
"['1957', 'timed', 'reversal', 'may', 'the', 'speech', 'forum', 'suppose', 'the', 'philadelphia', 'for', 'a']","['PRON', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET']"
"['it', 'is', 'artillery', 'sulphur', 'pace', 'prevent', 'taking', 'documentary', 'mouthpieces']","['PRON', 'VERB', 'NOUN', 'NOUN', 'PRT', 'VERB', 'VERB', 'PRON', 'ADV']"
"[',', 'ceil', 'principle', 'marshall', 'scooting', 'mon-fay', 'late', 'man', 'equalled', 'vanity', 'behooves', 'mitigating', 'at', 'an']","['.', 'NOUN', 'NOUN', 'PRT', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'ADP', 'DET']"
"['chantilly', 'verdant', 'family', '.', 'felt', 'wondering', 'largest', 'sock']","['.', 'ADP', 'NOUN', '.', 'PRON', 'VERB', 'ADJ', 'CONJ']"
"['opinion', 'fixtures', 'fifty-fifth', 'technician', 'been', 'allegro', 'miles', 'of', 'industries', 'day']","['NOUN', 'NOUN', 'VERB', 'PRT', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN']"
"['writing', 'resident', '.', 'pre-academic', 'fears', 'demented', 'the', 'vacation']","['NOUN', 'NOUN', '.', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN']"
"[',', 'the', 'byronic', 'been', 'slash-mouthed', 'chatter', 'modification', 'trends', 'said', 'vying', 'rockies', 'specially']","['.', 'DET', 'NOUN', 'VERB', 'ADJ', '.', 'CONJ', 'PRON', 'VERB', 'VERB', 'PRT', 'DET']"
"['one', 'mobile', '75', 'on', 'the', 'seattle', 'of', 'aid', 'pink', 'salutary']","['NUM', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'VERB', 'DET']"
"['deadliness', 'than', 'unabridged', 'proteins', 'stormy', '7', 'from', 'the', 'vivid', 'for', 'forget', 'price', ',', ',']","['ADP', 'ADP', 'DET', 'ADJ', 'NOUN', 'NUM', 'ADP', 'DET', 'ADJ', 'ADP', 'DET', 'NOUN', '.', '.']"
"['amply', 'are', 'a', 'south', 'version', 'in', 'pocket-size', 'rested', 'it', '6-4-2', 'bio-dynamic', 'their']","['ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PRON', 'ADJ', 'ADP', 'DET']"
"['the', 'unmixed', '.', 'take', 'a', 'warden', 'field']","['DET', 'ADJ', '.', 'VERB', 'DET', 'ADJ', 'NOUN']"
"['pious', 'jittery', 'apply', 'neutral', 'doubles', 'church', 'keenly', 'things', 'creeks']","['NOUN', 'VERB', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'DET', 'NOUN', 'ADP']"
"['rosy', 'love', 'are', 'explosion', '900-calorie', 'weaver', 'fleas', 'your', 'spacer', 'topped', 'planes', 'day', 'cost', 'final']","['PRON', 'VERB', 'VERB', 'ADV', '.', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADJ']"
"['(', 'may', ';', 'from', 'capacity', 'integration', 'to', 'afghan', 'has', 'a', 'speeds', 'saucers', 'both', 'gate', ""tamiris'"", 'of', 'this']","['.', 'VERB', '.', 'ADP', 'NOUN', 'NOUN', 'ADP', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET']"
"['convictions', ',', 'loans', 'of', 'the', 'mass.', 'arnolphe', 'and', 'with', 'unit', 'commensurate', 'chance', 'freud', 'treatment', 'timetables', 'trip', 'heavy', 'civilization', 'birdwhistell']","['NOUN', '.', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'CONJ', 'ADP', 'NOUN', '.', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN']"
"['attracted', ""lenygon's"", 'his', 'menilmontant', 'delayed', 'is', 'convey']","['VERB', '.', 'DET', 'NOUN', 'PRT', 'VERB', 'CONJ']"
"['an', 'mid-july', '.', 'oust', 'rosella', 'clearing', '10', 'b.b.c.', 'entrance', 'palace', 'simplify', 'relives', 'a', 'shrine', 'of']","['DET', 'NOUN', '.', '.', '.', 'NUM', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP']"
"['also', 'about', 'hard', 'belgians', ',', 'ritz', 'could', 'signposts', 'sansom', 'flu', 'of', 'a', 'budgets', ""rameau's""]","['ADV', 'ADV', 'ADJ', 'NOUN', '.', 'CONJ', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN']"
"['out', '1777', 'brightens', 'of', 'cooled', 'exercised', 'to', 'in', 'prestige', 'idealism', 'vocalization', '``', 'telegraphers', 'hideous', 'inured']","['PRT', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PRT', 'ADP', 'DET', 'NOUN', '.', '.', 'VERB', 'VERB', 'VERB']"
"['depth', 'into', 'frontal', 'was', 'lockies', 'general', 'farmers', 'it', 'based', 'most']","['NOUN', 'ADP', 'PRON', 'VERB', 'ADV', 'ADJ', 'NOUN', 'PRON', 'VERB', 'ADV']"
"['defenseless', 'lubricant', 'mopping', ',', 'courtyard', 'of', 'the']","['ADV', 'ADP', 'ADJ', '.', 'PRT', 'ADP', 'DET']"
"['desolate', 'thousandths', 'for', 'calf', 'professor', 'be', 'profundity', 'u.s.', 'maitre']","['DET', 'ADJ', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', '.']"
"['3300', 'united', 'churches', 'usually', 'auspiciously', 'dynafac', 'and', 'reputedly', 'muted', ',', 'centenary', 'conviction', 'deplored', 'tragedy', 'from', 'them', 'mcelyee']","['PRON', 'VERB', 'NOUN', 'VERB', '.', 'NOUN', 'CONJ', 'ADV', 'DET', '.', 'CONJ', 'DET', 'NOUN', 'NOUN', 'ADP', 'PRON', 'VERB']"
"['gladden', 'to', 'forego', 'please', 'that', 'packers', 'byrd', 'promote', 'durocher', 'healed', 'heights', 'we', 'veiled', 'tell', 'a', 'ugly', 'of']","['ADV', 'PRT', 'DET', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP']"
"['the', 'one-story', ""en-lai's"", 'audience', 'york', '676', 'the', 'evenutally', 'woods', 'so', 'firing', 'economy']","['DET', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'DET', 'NOUN', '.', 'ADV', 'VERB', 'NOUN']"
"['christianity', 'wave', 'united', '``', 'and', 'last', 'well-wedged', 'religion', 'of', 'megatons', 'cars', 'griffin', 'aid', 'previously', 'items', 'readable', 'on']","['NOUN', '.', 'VERB', '.', 'CONJ', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', '.', 'ADV', 'VERB', 'PRON', 'ADP']"
"['affixed', 'drill', ',', 'city', 'audience', 'by', 'stritch', 'comic', 'moritz', 'pressure', '``', 'if', 'junior', 'chive', 'forgive', 'with', 'city', 'shawnee']","['CONJ', 'NOUN', '.', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', '.', 'DET', 'ADJ', '.', 'VERB', 'ADP', 'NOUN', 'NOUN']"
"['height', 'based', 'error', 'alkalis', ""cunard's"", '2705', 'charities', 'a', 'expressing', 'glued', 'of', 'rayburn-johnson', 'swing']","['NOUN', 'ADP', 'DET', 'NOUN', 'CONJ', 'ADV', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN']"
"['were', 'high-quality', 'defensive', 'tarzan', 'to', '1/2', 'conclusion', 'springs']","['VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', '.']"
"['a', 'god', '.', 'toward', 'which', 'qualities', 'slash', 'for', 'over-night', 'erred', 'holy', 'and', 'believed', 'triple-crown', 'note', 'also', ',', 'for', 'the']","['DET', 'NOUN', '.', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADJ', 'CONJ', 'VERB', 'PRT', 'VERB', 'ADV', '.', 'ADP', 'DET']"
"['water', 'at', 'railroad', ';', 'tallchief', 'boston']","['NOUN', 'ADP', 'NOUN', '.', 'DET', 'NOUN']"
"['maple', 'dodd', 'the', 'shan', 'rocks', 'crossing', 'hope', 'expulsion', 'staunchest']","['PRON', '.', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', '.', 'ADP']"
"['--', 'a', 'mantle', 'battering', 'reassurance', 'hospital', '``']","['.', 'DET', 'NOUN', 'VERB', 'NOUN', 'NOUN', '.']"
"['grass-roots', 'kika', 'anti-trust', 'in', 'links', ""48''"", 'medal', 'their', 'piece', '.', 'pavlovsky', 'healthier', 'me-210']","['VERB', 'DET', 'ADJ', 'ADP', 'DET', 'NOUN', '.', 'DET', 'NOUN', '.', 'PRON', 'VERB', 'ADJ']"
"['snacks', '``', 'limits', ',', 'warrant', '.', ""allison's"", 'figs.', 'upward']","['NOUN', '.', 'NOUN', '.', 'NOUN', '.', 'NOUN', 'ADP', 'DET']"
"['else', 'regarding', 'is', 'aircraft', 'land', 'mutual', 'until']","['ADV', 'PRT', 'VERB', 'NOUN', 'NOUN', 'VERB', 'ADP']"
"['$.75', 'catsup', 'be', 'contemporary', 'arrington', 'forecasts', 'handbooks', 'has', 'the', 'might', 'ministered', 'fond', 'each', 'indications', 'malice', 'game', 'of', 'the', 'rigger']","['ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'VERB', 'VERB', '.', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ']"
"['proposed', 'slightest', 'on', 'beardens', 'colquitt', 'inexpressibly', 'angry', 'earth', '--', '?', 'would']","['CONJ', 'PRON', 'ADP', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', '.', '.', 'VERB']"
"['sew', 'in', 'two', '?', ""you've"", 'markedly', 'women', 'end', 'relatives', 'could', 'cooking']","['VERB', 'ADP', 'NUM', '.', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', '.']"
"['for', 'tibet', 'get', 'over', 'should', 'today', '--', 'of', 'examples', 'situated', 'before', 'big', 'eye', '.', 'usual']","['ADP', 'NOUN', 'VERB', 'ADP', 'VERB', 'NOUN', '.', 'ADP', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', '.', 'ADJ']"
"['deduced', 'lustily', 'he', 'seem', 'wesson', 'the', 'services', 'october', 'growl']","['VERB', 'ADV', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'CONJ', 'PRON']"
"['fizzled', '$170', 'pictures', 'of', 'sandbars', 'family', 'bolsheviks', 'new', 'potentially', '?', '.']","['DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', '.', 'ADJ', 'NOUN', '.', '.']"
"['unbreakable', 'set', 'discussed', 'should', ""''"", 'has', 'amount', 'pierson', 'reported', 'correctness', '``', 'in', 'placed', 'raymont', 'proposal', 'ordained', 'technological', 'committing']","['PRON', 'VERB', 'VERB', 'VERB', '.', 'VERB', 'VERB', 'PRT', 'VERB', 'NOUN', '.', 'ADP', 'VERB', 'CONJ', 'NOUN', '.', 'NOUN', 'VERB']"
"['barn', '$14', 'and', 'eustis', ""truman's"", ""horse's"", 'freeway']","['VERB', 'VERB', 'CONJ', 'ADJ', 'NOUN', 'NOUN', '.']"
"['that', 'pundits', 'ailing', '4-for-5', 'feel', 'never', 'woman', 'drought-seared', 'rollie', 'depended', 'fastenings', 'converting', 'tighten', 'the', 'duque']","['ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'NUM', 'NOUN', '.', 'NUM', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'ADJ']"
"['sol', 'overreached', 'meter', 'survey', '--', 'olympics', 'tualatin', 'right-angled', 'drinks', 'no', 'be', 'cabin', 'naebm', 'icc', 'boarded', 'tap', 'back']","['PRON', 'ADP', 'DET', 'NOUN', '.', '.', 'NOUN', '.', 'ADP', 'DET', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADV']"
"['understood', 'hairshirt', '.', ')', 'wabash', 'bubble', 'simplicities']","['ADV', 'NOUN', '.', '.', '.', 'ADJ', 'NOUN']"
"['dancing', 'blue-uniformed', 'security', 'characterize', 'player', 'man', 'approach', 'today', 'talking', 'assumes', 'had', 'porcelain', 'marching', ',', 'kornevey']","['VERB', '.', 'NOUN', '.', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'VERB', 'VERB', 'NUM', 'VERB', '.', 'NOUN']"
"['roundabout', 'whole', 'superb', 'historically', 'be', 'he', 'are', 'co-ordination', 'dense', 'brainwashing', 'visual', 'shaw', 'fins', 'amalgamated', 'an', 'manure', 'spreads', 'it', 'cross']","['DET', 'ADJ', 'CONJ', 'ADV', 'VERB', 'PRON', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CONJ', 'DET', 'NOUN', '.', 'PRON', 'ADP']"
"['networks', 'italian', '689-page', 'that', 'writing', 'besides', 'a', 'song', 'immediately']","['PRON', 'ADV', '.', 'PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'ADV']"
